DATE,ZAFGDPDEFQISMEI
2013-01-01,88.1141531123292
2013-04-01,89.3319215785456
2013-07-01,90.4433208835927
2013-10-01,91.7573555644453
2014-01-01,93.4950175562979
2014-04-01,94.040182546581
2014-07-01,95.3931547982563
2014-10-01,96.0311419633951
2015-01-01,97.512083153734
2015-04-01,99.75753499131
2015-07-01,100.614276783143
2015-10-01,102.115779120973
2016-01-01,104.701059969055
2016-04-01,106.784289781612
2016-07-01,107.807153306056
2016-10-01,108.512990481281
2017-01-01,110.58984669899
2017-04-01,111.807935471196
2017-07-01,113.828975436564
2017-10-01,114.970864208575
2018-01-01,114.662194719759
2018-04-01,116.455695448646
2018-07-01,117.815957285118
2018-10-01,119.066220050843
2019-01-01,119.624606490748
2019-04-01,121.685066012618
2019-07-01,123.5494206798
2019-10-01,124.881960738957
2020-01-01,126.867874563242
2020-04-01,126.820481864822
2020-07-01,129.933787176627
2020-10-01,133.832992742353
2021-01-01,134.874013606866
2021-04-01,137.464507669854
2021-07-01,139.63612319509
2021-10-01,140.860168587325
2022-01-01,142.149075303404
