DATE,ZAFCPIALLMINMEI
1960-01-01,1.3457317948466
1960-02-01,1.3457317948466
1960-03-01,1.3502476733528
1960-04-01,1.35476355185899
1960-05-01,1.35927943036519
1960-06-01,1.36379530887139
1960-07-01,1.36379530887139
1960-08-01,1.36831118737758
1960-09-01,1.36831118737758
1960-10-01,1.36831118737758
1960-11-01,1.36831118737758
1960-12-01,1.36831118737758
1961-01-01,1.37282706588378
1961-02-01,1.37734294438998
1961-03-01,1.37734294438998
1961-04-01,1.38185882289617
1961-05-01,1.39089057990857
1961-06-01,1.39089057990857
1961-07-01,1.39089057990857
1961-08-01,1.39540645841476
1961-09-01,1.39540645841476
1961-10-01,1.39540645841476
1961-11-01,1.40443821542716
1961-12-01,1.39540645841476
1962-01-01,1.39540645841476
1962-02-01,1.39540645841476
1962-03-01,1.39992233692096
1962-04-01,1.40443821542716
1962-05-01,1.40895409393335
1962-06-01,1.40895409393335
1962-07-01,1.40895409393335
1962-08-01,1.40895409393335
1962-09-01,1.40895409393335
1962-10-01,1.40895409393335
1962-11-01,1.40895409393335
1962-12-01,1.41798585094575
1963-01-01,1.42250172945194
1963-02-01,1.41798585094575
1963-03-01,1.41798585094575
1963-04-01,1.41798585094575
1963-05-01,1.41798585094575
1963-06-01,1.42250172945194
1963-07-01,1.42701760795814
1963-08-01,1.43153348646434
1963-09-01,1.43153348646434
1963-10-01,1.43153348646434
1963-11-01,1.43153348646434
1963-12-01,1.43153348646434
1964-01-01,1.43153348646434
1964-02-01,1.43153348646434
1964-03-01,1.44508112198293
1964-04-01,1.44959700048912
1964-05-01,1.44959700048912
1964-06-01,1.45411287899532
1964-07-01,1.46314463600771
1964-08-01,1.46766051451391
1964-09-01,1.4766922715263
1964-10-01,1.4812081500325
1964-11-01,1.49023990704489
1964-12-01,1.49475578555109
1965-01-01,1.49927166405729
1965-02-01,1.49927166405729
1965-03-01,1.50378754256348
1965-04-01,1.51281929957588
1965-05-01,1.51281929957588
1965-06-01,1.51733517808207
1965-07-01,1.52185105658827
1965-08-01,1.53088281360066
1965-09-01,1.53088281360066
1965-10-01,1.53539869210686
1965-11-01,1.53991457061306
1965-12-01,1.54443044911925
1966-01-01,1.54894632762545
1966-02-01,1.55797808463784
1966-03-01,1.55797808463784
1966-04-01,1.56249396314404
1966-05-01,1.55797808463784
1966-06-01,1.56700984165024
1966-07-01,1.56700984165024
1966-08-01,1.57152572015643
1966-09-01,1.59410511268742
1966-10-01,1.59862099119361
1966-11-01,1.59862099119361
1966-12-01,1.60313686969981
1967-01-01,1.60765274820601
1967-02-01,1.60765274820601
1967-03-01,1.6166845052184
1967-04-01,1.6212003837246
1967-05-01,1.62571626223079
1967-06-01,1.63023214073699
1967-07-01,1.63926389774938
1967-08-01,1.64377977625558
1967-09-01,1.64377977625558
1967-10-01,1.63926389774938
1967-11-01,1.63926389774938
1967-12-01,1.63926389774938
1968-01-01,1.63926389774938
1968-02-01,1.64377977625558
1968-03-01,1.64829565476178
1968-04-01,1.65281153326797
1968-05-01,1.65281153326797
1968-06-01,1.65732741177417
1968-07-01,1.66635916878656
1968-08-01,1.66635916878656
1968-09-01,1.67539092579896
1968-10-01,1.67539092579896
1968-11-01,1.67990680430515
1968-12-01,1.68442268281135
1969-01-01,1.68893856131755
1969-02-01,1.68893856131755
1969-03-01,1.70248619683614
1969-04-01,1.70700207534233
1969-05-01,1.71151795384853
1969-06-01,1.71151795384853
1969-07-01,1.71603383235473
1969-08-01,1.71603383235473
1969-09-01,1.72506558936712
1969-10-01,1.73409734637951
1969-11-01,1.73861322488571
1969-12-01,1.7476449818981
1970-01-01,1.7476449818981
1970-02-01,1.7476449818981
1970-03-01,1.7476449818981
1970-04-01,1.79363563931647
1970-05-01,1.79363563931647
1970-06-01,1.79363563931647
1970-07-01,1.79363563931647
1970-08-01,1.83962629673484
1970-09-01,1.83962629673484
1970-10-01,1.83962629673484
1970-11-01,1.83962629673484
1970-12-01,1.83962629673484
1971-01-01,1.83962629673484
1971-02-01,1.83962629673484
1971-03-01,1.88561695415322
1971-04-01,1.88561695415322
1971-05-01,1.88561695415322
1971-06-01,1.88561695415322
1971-07-01,1.88561695415322
1971-08-01,1.93160761157159
1971-09-01,1.93160761157159
1971-10-01,1.97759826898996
1971-11-01,1.97759826898996
1971-12-01,1.97759826898996
1972-01-01,1.97759826898996
1972-02-01,1.97759826898996
1972-03-01,1.97759826898996
1972-04-01,1.97759826898996
1972-05-01,1.97759826898996
1972-06-01,1.97759826898996
1972-07-01,2.02358892640833
1972-08-01,2.0695795838267
1972-09-01,2.0695795838267
1972-10-01,2.11557024124507
1972-11-01,2.11557024124507
1972-12-01,2.11557024124507
1973-01-01,2.11557024124507
1973-02-01,2.11557024124507
1973-03-01,2.16156089866344
1973-04-01,2.20755155608181
1973-05-01,2.20755155608181
1973-06-01,2.20755155608181
1973-07-01,2.25354221350018
1973-08-01,2.25354221350018
1973-09-01,2.25354221350018
1973-10-01,2.29953287091856
1973-11-01,2.29953287091856
1973-12-01,2.29953287091856
1974-01-01,2.34552352833693
1974-02-01,2.34552352833693
1974-03-01,2.3915141857553
1974-04-01,2.3915141857553
1974-05-01,2.43750484317367
1974-06-01,2.48349550059204
1974-07-01,2.48349550059204
1974-08-01,2.52948615801041
1974-09-01,2.57547681542878
1974-10-01,2.57547681542878
1974-11-01,2.62146747284715
1974-12-01,2.62146747284715
1975-01-01,2.66745813026552
1975-02-01,2.7134487876839
1975-03-01,2.7134487876839
1975-04-01,2.75943944510227
1975-05-01,2.75943944510227
1975-06-01,2.80543010252064
1975-07-01,2.85142075993901
1975-08-01,2.85142075993901
1975-09-01,2.89741141735738
1975-10-01,2.89741141735738
1975-11-01,2.94340207477575
1975-12-01,2.94340207477575
1976-01-01,2.94340207477575
1976-02-01,2.98939273219412
1976-03-01,3.03538338961249
1976-04-01,3.08137404703086
1976-05-01,3.08137404703086
1976-06-01,3.12736470444924
1976-07-01,3.12736470444924
1976-08-01,3.21934601928598
1976-09-01,3.21934601928598
1976-10-01,3.21934601928598
1976-11-01,3.21934601928598
1976-12-01,3.26533667670435
1977-01-01,3.31132733412272
1977-02-01,3.31132733412272
1977-03-01,3.35731799154109
1977-04-01,3.44929930637783
1977-05-01,3.44929930637783
1977-06-01,3.44929930637783
1977-07-01,3.4952899637962
1977-08-01,3.54128062121458
1977-09-01,3.54128062121458
1977-10-01,3.58727127863295
1977-11-01,3.58727127863295
1977-12-01,3.63326193605132
1978-01-01,3.67925259346969
1978-02-01,3.67925259346969
1978-03-01,3.67925259346969
1978-04-01,3.77123390830643
1978-05-01,3.77123390830643
1978-06-01,3.77123390830643
1978-07-01,3.90920588056155
1978-08-01,3.95519653797992
1978-09-01,4.00118719539829
1978-10-01,4.04717785281666
1978-11-01,4.04717785281666
1978-12-01,4.04717785281666
1979-01-01,4.09316851023503
1979-02-01,4.1391591676534
1979-03-01,4.18514982507177
1979-04-01,4.23114048249014
1979-05-01,4.23114048249014
1979-06-01,4.27713113990852
1979-07-01,4.461093769582
1979-08-01,4.50708442700037
1979-09-01,4.55307508441874
1979-10-01,4.59906574183711
1979-11-01,4.59906574183711
1979-12-01,4.64505639925548
1980-01-01,4.64505639925548
1980-02-01,4.69104705667385
1980-03-01,4.73703771409222
1980-04-01,4.7830283715106
