"Data Source","World Development Indicators",

"Last Updated Date","2022-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Azerbaijan","AZE","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.0179866625552","16.9546071260239","6.36757336981937","16.7690793359589","12.6244059518584","7.94230103486082","5.92029112464695","2.00903637766661","5.89581519410153","-1.56862415007965","-6.27259256998514","47.9010574811929","6.30070175438591","-2.88597952123588","15.0296068390824","17.6862205149359","19.3916779591656","28.9454417632096","1.48583371041894","0.318578043981862","4.69176997750507","17.5649085415696","26.7917042231463","",
"Burundi","BDI","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","-0.451262624468179","-11.2032255104012","-3.76686094684203","19.2292447871319","5.98831967000897","5.23492170071385","-4.45006339753916","6.59678082637513","16.9803375449622","15.963391072313","8.22173811217478","-2.4026250109386","5.99714247210368","8.34847759852908","7.83342951672532","5.59112035265415","7.0908334336198","-0.727268464698452","","","3.54367365832104","0.245048218192701","-16.6791975356856","2.73290368762483","18.2520363062058","5.61440230161237","4.51452118694419","-0.333712699963746","13.8331873120086","7.91511494729555","-6.19483555607477","3.27455906374992","3.55415724152079","4.49248947174494","0.024113858875751","6.66204458651637","9.84140750593878","-4.94904459332227","13.1515464599865","3.00360573394454","18.1576730371499","13.5992667416564","0.265410585537881","",
"Belgium","BEL","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Benin","BEN","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.59609815466937","2.5881456183227","4.3445629753372","-1.36233108364526","2.37742857428905","4.19549019095698","1.46803081679031","-2.46960852040217","3.83659295370063","5.5999917955037","4.26633438639015","4.58009973405583","7.3290211343054","6.05231396684005","7.11417048725121","3.55709341440007","",
"Burkina Faso","BFA","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.94407010067677","5.43552158413382","2.20437671811626","-3.82524863007166","2.51157897500392","1.28514116887426","-1.3885289905265","-0.741639727368065","7.57802019961703","5.99591815146962","7.54593907323847","2.62240552190937","5.44081132389635","5.62891377347395","4.99053769577041","-0.278480468823242","",
"Bangladesh","BGD","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","33.7950583515841","13.8615622627323","-12.2692196668971","-2.0948676474775","-5.98813218232575","1.12798479969126","1.16377387983958","2.43947329768905","3.02081321608485","-6.21192691521761","4.3745056936523","3.35321767892843","6.83736162271189","6.00688829654437","7.8032155756199","11.7189873517609","11.0503571324083","13.740969265767","9.12576468736001","5.45528455869329","-5.16455192975118","8.85332104171713","7.82564810966879","8.97864304756307","8.99820323722306","9.25695571916244","8.38969935757469","5.88445427995391","5.58235561096319","5.7642691214207","5.46699380434047","5.78911143822013","4.66174257174024","6.14653832728063","4.73612357199703","5.06419768357511","5.34333265724921","5.98869390785292","6.88586627498449","5.51264431643059","3.44925356731803","3.06863687094598","3.83858597348851","4.87931499588155","4.04000007337659","",
"Bulgaria","BGR","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.06847539359402","17.0524852028895","17.261174820132","-23.9902783648828","139.963568978613","-69.1063168183226","-14.832039275763","9.85228558926073","3.69016532146348","4.70517930488865","5.16085287213409","6.21781701870268","3.11585317719268","1.93887822031078","2.00086054456033","-0.945548523157131","2.55403135077707","7.11671424761888","10.3014064810926","4.25629214173815","8.50745697999523","8.96499492994047","6.83032456491182","4.37321183091899","2.97219597189042","0.600389441754796","0.700903742954822","-0.653393683211312","0.128609149193396","",
"Bahrain","BHR","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","31.8990788801839","6.79616153081577","5.67650699259481","4.26721433414046","3.41972661628232","11.4748705922866","15.8180442537609","14.294301790096","3.15013764667973","10.4967030867902","12.099822197302","11.1609455375469","20.2848631275658","8.84268358322294","-14.1458564333436","14.545594665075","4.82736149404246","-0.283027354056363","-2.7810932210335","-5.19902924913246","-0.796745563030568","-0.156120281991427","-2.821019813817","24.061967721618","-0.180215875919306","-2.68453373074554","2.93184586033418","5.52961851204117","7.66732842513014","15.8862914503003","","","","","","",
"Bahamas, The","BHS","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","6.94438712310397","7.63923724615222","7.09268098930957","0.52591609491763","0.751287393657474","-5.68308500562306","7.04469061043236","4.73974026382963","7.58791858973762","1.72652926047562","4.38524364451918","2.26450422769055","7.40576480108515","7.05883980379845","3.7366996127271","6.28283714963996","4.02073579719401","8.38172771281939","4.59138626415735","5.90021927518225","5.70956043828826","-34.9768056051994","-5.52974392408555","6.13734474605685","5.03169398360115","5.62610249135384","1.96154476709747","4.79021881721189","4.74864128945689","0.461484356018553","4.63369878556424","2.47959586069409","3.95270109562627","6.60441151928487","5.91550048070293","5.97260932490227","1.43580032378823","3.16986379492064","0.912973050439712","-0.27631235922364","3.95373994970665","2.79739100985985","3.14477640738918","2.37777229807183","18.4146956707184","",
"Bosnia and Herzegovina","BIH","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.32132506259676","9.32753945286135","7.94786483817942","3.22395319425244","0.198552078389707","0.91803461189348","-0.332619207457315","7.7326919020853","6.39214731212828","4.88042106952396","6.48156484119776","7.27647817363857","5.58529964027367","4.36356636492489","3.77804821910532","2.63846389306865","1.01482866368088","0.639203615784499","2.85275230065172","",
"Belarus","BLR","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-89.299391469589","-85.1883271988588","-87.8528574180936","-63.8872583383395","5.60715853319798","-23.215656000026","-28.0828260960878","-63.7610255027735","-41.2295490194762","-18.1401862688928","-5.52846907004783","-5.13471706389011","-4.70086273609388","-6.39967134213386","-1.72187161489496","-3.80756569797442","-10.4472953859825","2.21157583465924","-1.86341919225978","-33.5969466292931","-31.8270993969285","-1.7516160714714","0.538935443768887","1.77624138938043","5.59163351980418","0.953355741211775","-3.07064409440835","0.365104131101659","-0.970259078034369","",
"Belize","BLZ","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","23.1903458895678","6.35870007869511","4.70817806163491","16.6981101591554","10.0662838351702","4.16140321070048","9.47878640534548","11.4863406476055","13.8448674075522","17.994083882755","9.86068636378172","12.5084951607955","10.7909824224733","9.08928652203786","14.0577794878546","18.0365709627317","14.7972590567351","18.9552422617537","15.455495810524","15.8089351916763","12.879930470833","17.5974188373648","11.6985339961747","11.0662141699715","9.03601531064802","9.40538104372761","11.1537869929634","17.2831557544359","12.2045018818842","8.92416256761377","10.4678151952213","8.96918970216073","9.2164871322373","9.6549160962628","5.65579989624499","7.29664941402879","8.92364340652171","7.25970817267365","13.2845582819248","",
"Bermuda","BMU","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.0962226830888","18.2844556969468","21.2807364226126","21.9711413534153","19.9321737664258","28.5447749865532","44.4076283501889","44.1131608753868","35.5300891960369","39.7798698782455","41.9516007872006","30.2290470369975","32.1815279320341","27.9483924327578","17.853098909235","17.3230567258656","10.6586089111105","6.02233145534068","10.0756710775693","-1.55933369267426","5.11062820266866","3.16371915242946","15.1460393041453","1.04104071656118","-3.21717824876714","3.76719157734763","4.77002897970691","7.49119871652757","13.308802945583","9.43472490521656","1.93142092448395","4.8332593604001","9.15598643187736","9.68597444249003","",
"Brazil","BRA","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.4088449823572","77.6168379916665","67.060917103827","48.5047281831843","45.6378187168126","48.3404374497978","46.447398837078","43.7791527215815","44.6351688608229","41.2403264527182","35.0225154667512","35.3667577983698","34.7920096326063","29.1158055222954","32.8334595068102","26.5820905299539","18.4988444176149","22.4036724414727","33.8323439650208","40.6983614511794","41.7138078718344","33.1023342476972","31.8319275909866","23.1250189548178","",
"Barbados","BRB","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","-0.661277885775816","3.21289842090424","5.79891095229361","6.00547835606626","6.8088862143323","4.3925062866407","1.31568766994698","6.50089220163312","2.89551144155309","7.41201551811264","7.58061371444357","11.1819481266434","3.53751346699769","6.72488138016934","8.89347976720335","7.27686640865562","8.83542297490018","0.962936974933661","4.75174484420047","11.6646436233662","7.1663157659184","7.52383812960125","7.30263970881219","2.36722397218736","2.34273499304089","5.77941393673818","2.14157634921149","8.23430984713825","11.0756413534798","4.70229723899915","5.01248523886205","9.31966409138255","5.63579420805035","7.79889486220271","10.2699949282916","8.09184740511231","5.33567993957996","5.13151385702258","5.40755759918807","3.2162993518106","",
"Brunei Darussalam","BRN","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.541347546287","-5.46084714400853","-18.2270122953956","11.7488836451894","5.10668078537922","-0.569825437592307","-8.96238536172462","-11.1701021290985","-4.13249944166551","4.33102543162265","-6.38260335073912","35.4151176012295","-9.58818021268441","-12.2153799939922","4.22974924499965","8.56290831494367","7.48465830203156","28.0538773175567","16.1483169696267","0.520524537514073","-3.4038943060344","9.14067984641226","18.3581442058385","",
"Bhutan","BTN","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","7.18897913454735","7.31780575798079","4.39011349278996","7.97248684778146","7.2906938194674","13.747444215549","0.0305555797636315","8.89335291422964","8.28079439394996","5.56145049984369","7.4150447934488","7.82073482727093","3.77606449683494","7.12532780843719","7.29550930423646","2.73953658209182","4.791248096393","9.25846959914656","8.05755754595259","9.96157227305643","10.2172605840531","11.7607497151611","10.891529942088","8.11803515911804","8.13901573143215","10.7296644567872","7.90793215258482","8.58536923127558","7.61646393135749","5.05915192771409","4.41479520402849","7.71480955493276","6.64419679566139","10.9492914093935","9.35645672842586","8.70090456808108","12.0290387343012","12.9842110175625","6.68872069866379","",
"Botswana","BWA","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","-1.55665498917766","9.72190950390695","19.7818913141622","4.25720165449608","-2.96896350871052","-9.2711531953137","-2.68386492096137","-2.39060478544005","-12.1141666206502","-5.26368231641509","1.48163823609301","6.32797889298233","6.90244647169896","1.63797035769952","4.06788511822649","6.77649372099255","-1.38848066101692","8.5303422116292","3.3496897462751","0.473255913388876","1.14582525748902","6.86638438682305","14.8447009979468","12.7261594028247","5.15195656692348","0.230180572471872","8.36041736620981","10.7573146968073","11.2788519322911","6.85039093717733","2.33045480441898","-2.59575914637159","10.7853047908926","7.7022331177619","1.11394774753179","3.9818986888738","-3.92512308857105","9.78137135940554","6.85464146365679","5.92378310906577","0.0932348941991694","",
"Central African Republic","CAF","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Real interest rate (%)","FR.INR.RINR","","3.08434502191211","4.34478612976806","3.52987247287691","2.83585531513651","1.91334464825834","0.99917351591182","1.44392139922629","2.74647409207131","2.98600171496345","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.66542061644179","3.26585937154524","2.55942595117855","3.69298841336318","3.33670504236092","3.38906533766094","1.51850843012082","3.0124145069847","4.6967433484586","7.56410705189259","0.716869844115127","4.81874522641691","-0.238969292246743","-0.227403087666516","1.76667184987091","1.24099043691368","1.03526946611102","3.68401595908269","1.93140658409415","0.131626933516484","","","","",
"Central Europe and the Baltics","CEB","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.84858511541795","2.32340126203321","2.39080639340142","2.75210065674698","2.69219975851119","2.71310753042865","3.29983683528175","3.93237778344275","3.26285666921837","3.01355045373186","1.8650591259837","2.74156679882046","3.15357328902804","",
"Channel Islands","CHI","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","-1.21143326793629","4.03791191926065","5.41692630735258","-0.414447087225852","19.562129163044","21.5546991960102","5.91842611023627","9.25942519389819","10.8603139991826","5.13320170350891","5.80121429815908","13.5400121843126","12.2340714051493","18.9296152713716","10.1131850996597","10.1384536123438","7.73159921898777","4.22276078006643","1.52987059149014","-2.52433147056195","-0.896491771798758","-3.71134383398039","3.16432728836064","13.3223297420481","2.48041240919372","-3.86139718386019","5.73860806979444","8.82733839714269","7.1440195901788","2.06947856378939","0.534893124801237","1.07062138293055","-0.218973267072161","1.77552317096987","","","",
"China","CHN","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","1.24163940019064","2.62034423009397","7.35067213106412","5.9740966695744","2.14955956380812","-2.07731742028397","3.10596122702334","2.70024322573094","-2.77203311299573","2.52069311954231","3.45164466688337","1.80431185412197","0.415635120093234","-3.65137209028093","-7.98974415423304","-1.4126481868056","3.35497047251548","6.91169889382912","7.35647844630646","7.20405034066683","3.71066408172257","3.72666388975553","4.67972434486251","2.63814663563092","-1.28281170464587","1.61327750270832","2.11057772637347","-0.259570586468016","-2.30561534258843","5.53112290871345","-1.00240121396208","-1.40242874651321","3.58520352942164","3.75538705522002","4.52230843223192","4.35307225209355","2.90181538915314","0.112553973005713","0.821501871968533","3.02362026088787","3.70166322826508","",
"Cote d'Ivoire","CIV","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.76399145035969","3.33183089617635","1.6132899595117","-0.368943716948217","3.7247341357628","3.54338989678434","-0.428915661764423","5.4653504165487","2.3433574939193","0.891700760779585","0.361232954028536","7.54303821129377","7.1082224491436","","","","",
"Cameroon","CMR","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep.","COD","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.2173325376996","22.2243516885822","18.8343422659083","24.6947702747909","29.5828258200981","26.3303502334725","21.2447386340948","16.1472335882844","17.5247381603033","20.7667503488006","14.0840565292778","-15.6902472393751","-3.91845606508738","21.8541975383343","18.0090547807872","",
"Congo, Rep.","COG","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Colombia","COL","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","8.55562592609007","13.8660467987543","11.1902745100775","14.2006591428051","-5.09823082509818","15.286572758326","11.4580593659343","8.35840500316383","14.5466691689345","19.5413245382102","20.9582073168996","14.4388808948876","23.3781484646528","14.9195708997397","-11.13795591854","13.3324808384727","9.77520490050366","7.82379797812032","7.27050966235802","9.36261382989136","6.69729597369365","9.67644438040688","8.82101697806755","8.59454735357321","5.37222402661292","4.5429648424224","8.65535095377733","8.90797441037777","8.44294935194349","8.78547373201402","9.03209505722643","8.13449112757934","7.15306948982835","7.45917913658211","8.32647430792739","",
"Comoros","COM","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.4238779394224","17.2284160944343","3.10228896941749","7.51588248556845","6.39462200375769","7.36218094566545","10.6504754433318","7.16630934045214","6.7169660502541","7.16791385885181","9.37800361501876","8.70266714555954","7.18903113084609","6.00711211303062","8.63216303277588","9.57777850361538","11.0465217120252","8.63713711508928","10.0569625042915","8.5082280158111","6.249821595536","6.32602779426352","",
"Cabo Verde","CPV","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.89105743300322","1.65480979725522","6.22243743470829","8.61468710265611","10.481870255391","6.94842451744028","9.29595653477438","8.96365037076237","11.056759191885","8.52159876469482","9.86118091502319","8.74307113201543","7.3372905405577","8.52983285809956","9.13535964531508","",
"Costa Rica","CRI","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","-32.1286215776968","-4.40660921000178","1.1187276318242","0.308143300973961","3.17598100548949","12.4191081358026","8.28771467653994","12.0790023487613","11.8169670917394","-15.7177378513176","7.29312940830121","17.7345585108023","15.0041362298453","12.7509362886856","9.73199507633478","6.7987277812682","9.41156716786711","13.2465087597561","14.1690224895626","12.8615666326295","15.1473285633216","13.497816820723","8.88855321136088","10.3018894848762","8.14628403303831","2.06443515899431","3.95222095944188","9.13571634160675","9.81159318085716","11.045273895126","12.8696643077534","10.1329957021467","8.18791760540022","9.88706328663989","9.49388346141391","8.26983032757373","8.73920721931725","6.42750048539231","6.42052525714322","",
"Caribbean small states","CSS","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Czech Republic","CZE","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.73344202698548","0.69107450436928","3.65558250410311","2.40122877361731","4.51721118682281","2.73131645436628","5.47580748436066","5.22388531883616","2.19958760314902","3.89373823728846","4.5970173515188","1.90146355970694","5.67633304403742","4.90746073898372","2.17113143442282","4.15855750474576","3.31631730728405","7.41888979983558","5.73958603657205","3.89922745397054","3.5566504980595","2.01442643165214","3.25792951109147","2.73458177446628","2.25334930605008","0.949146355192","-0.196111565315972","-1.0068314193467","",
"Germany","DEU","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Djibouti","DJI","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","5.22372601624606","2.78564500775465","4.74148105941652","2.623264400561","5.06191528093524","5.26342210049064","6.46717605406434","2.62857749125639","7.79842795831721","3.31216829469929","6.83638929325485","9.00286336493477","3.68913205254153","10.6334504993885","7.90721788892301","9.58963393479251","8.51612784974044","8.64013563222554","13.7079061769941","8.87051202125674","10.102438376694","15.0906979879191","4.96130154067545","11.5334341538102","6.97032746049459","7.5281558013436","7.443393749996","1.86602514278496","9.13092814954586","7.03647059437893","11.2247026226429","5.31781401359213","8.98958159535929","1.72958593166966","4.20580681704293","11.653460898559","4.03827752751978","4.15919873107942","8.12387413183747","",
"Denmark","DNK","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
